job_id,state,district,domain,nsqf_job_role,qp_code,job_type_available,local_demand_signal,active_msme_cluster,estimated_monthly_income_lpa
JOB_63BDD185,Tamil Nadu,Chennai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,False,19.8
JOB_003AB957,Tamil Nadu,Chennai,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,16.4
JOB_FB079581,Tamil Nadu,Chennai,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,False,9.8
JOB_08B4E255,Tamil Nadu,Chennai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,True,23.0
JOB_CCB49566,Tamil Nadu,Chennai,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Medium,False,23.9
JOB_E5C48663,Tamil Nadu,Chennai,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,High,False,12.5
JOB_70487061,Tamil Nadu,Chennai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,False,24.0
JOB_F1B1DF5E,Tamil Nadu,Chennai,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,High,False,18.6
JOB_3E44B752,Tamil Nadu,Chennai,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,17.9
JOB_CDF0AADD,Tamil Nadu,Chennai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,High,True,12.2
JOB_6B50DB5F,Tamil Nadu,Chennai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,High,True,21.5
JOB_7B05C574,Tamil Nadu,Chennai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Medium,True,8.4
JOB_2DCCB36D,Tamil Nadu,Chennai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,False,19.9
JOB_00F4C674,Tamil Nadu,Chennai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Low,False,20.7
JOB_9DFAFA22,Tamil Nadu,Chennai,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,False,23.9
JOB_CB974D2E,Tamil Nadu,Coimbatore,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,High,True,21.5
JOB_11531409,Tamil Nadu,Coimbatore,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,True,8.4
JOB_00D53C31,Tamil Nadu,Coimbatore,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Low,False,9.8
JOB_F8E9DC24,Tamil Nadu,Coimbatore,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,True,22.9
JOB_339D04B0,Tamil Nadu,Coimbatore,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Medium,True,15.6
JOB_89F00560,Tamil Nadu,Coimbatore,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,False,19.7
JOB_E03F2889,Tamil Nadu,Coimbatore,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Self-Employment / Enterprise,High,False,21.0
JOB_F294F373,Tamil Nadu,Coimbatore,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,16.2
JOB_C5A38ED8,Tamil Nadu,Coimbatore,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Medium,False,22.4
JOB_F6A3DF1E,Tamil Nadu,Coimbatore,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,14.6
JOB_AA40C8A5,Tamil Nadu,Coimbatore,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,False,12.9
JOB_119DAD14,Tamil Nadu,Coimbatore,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Self-Employment / Enterprise,Medium,False,11.4
JOB_DBA2128E,Tamil Nadu,Coimbatore,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,11.3
JOB_0780B24D,Tamil Nadu,Coimbatore,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,False,17.6
JOB_0EB5EFED,Tamil Nadu,Coimbatore,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,High,True,16.1
JOB_D3717055,Tamil Nadu,Coimbatore,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,True,8.4
JOB_8DAEE935,Tamil Nadu,Coimbatore,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,False,24.4
JOB_EA603537,Tamil Nadu,Coimbatore,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Low,False,12.7
JOB_7FB559E7,Tamil Nadu,Coimbatore,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,High,True,20.2
JOB_AAFA300E,Tamil Nadu,Coimbatore,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,True,21.4
JOB_10C8936E,Tamil Nadu,Madurai,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,21.0
JOB_29712B3F,Tamil Nadu,Madurai,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,High,True,10.4
JOB_1E801BE0,Tamil Nadu,Madurai,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,False,24.3
JOB_733FBF30,Tamil Nadu,Madurai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,High,False,20.0
JOB_EAEC8D29,Tamil Nadu,Madurai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,High,True,8.5
JOB_C2852BE7,Tamil Nadu,Madurai,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,False,15.9
JOB_0C4E420F,Tamil Nadu,Madurai,Construction,Assistant Mason,CON/Q0101,Daily Wage,Low,True,17.1
JOB_A76FEFEE,Tamil Nadu,Madurai,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,Low,True,18.2
JOB_35E3FA76,Tamil Nadu,Madurai,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,24.3
JOB_6D45571E,Tamil Nadu,Madurai,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Medium,False,10.6
JOB_703846BD,Tamil Nadu,Madurai,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,True,18.1
JOB_F5FDF166,Tamil Nadu,Madurai,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,True,24.2
JOB_7B6EB5CE,Tamil Nadu,Madurai,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,True,13.1
JOB_1F209EA8,Tamil Nadu,Madurai,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Low,False,10.2
JOB_98F4D9D6,Tamil Nadu,Madurai,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,High,False,16.2
JOB_ED2AD2B7,Tamil Nadu,Madurai,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,True,8.7
JOB_E3FB4599,Tamil Nadu,Madurai,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,True,23.8
JOB_F726B58B,Tamil Nadu,Salem,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,True,12.9
JOB_C9DDA730,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Medium,False,14.3
JOB_109A93FB,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Medium,False,20.2
JOB_91850D9F,Tamil Nadu,Salem,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,True,23.5
JOB_E5FAAF77,Tamil Nadu,Salem,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,High,False,13.1
JOB_0F7BBA88,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,True,8.3
JOB_D8EE6797,Tamil Nadu,Salem,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,True,17.8
JOB_EE051337,Tamil Nadu,Salem,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Low,True,8.4
JOB_91911B29,Tamil Nadu,Salem,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Low,False,18.2
JOB_51BE224B,Tamil Nadu,Salem,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,Medium,False,18.9
JOB_932432BD,Tamil Nadu,Salem,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,False,24.4
JOB_C390E755,Tamil Nadu,Salem,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,18.4
JOB_A53C7C5C,Tamil Nadu,Salem,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,False,10.0
JOB_CDB8B8F0,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,False,8.2
JOB_58456AD6,Tamil Nadu,Salem,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,19.0
JOB_E53ACF3A,Tamil Nadu,Salem,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,True,9.0
JOB_DC035963,Tamil Nadu,Salem,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,Medium,True,10.3
JOB_C543E29F,Tamil Nadu,Salem,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,False,18.8
JOB_483E4F8F,Tamil Nadu,Salem,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,True,13.9
JOB_AD57B681,Tamil Nadu,Salem,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,High,True,20.1
JOB_4212AC14,Tamil Nadu,Salem,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Medium,False,10.1
JOB_CFF51D28,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,True,10.2
JOB_990E95CC,Tamil Nadu,Salem,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,True,10.3
JOB_DC9646B7,Tamil Nadu,Salem,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,False,21.9
JOB_27D4D743,Tamil Nadu,Salem,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,False,16.9
JOB_00B9011D,Tamil Nadu,Salem,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,True,14.5
JOB_3A450F11,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,High,False,10.0
JOB_D34E76A1,Tamil Nadu,Tiruchirappalli,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,High,False,18.1
JOB_C278ED3A,Tamil Nadu,Tiruchirappalli,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,False,13.1
JOB_7BB26EB2,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,False,12.5
JOB_A4A8DFDF,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,Low,False,10.9
JOB_031E5E18,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,High,True,18.8
JOB_B39989F1,Tamil Nadu,Tiruchirappalli,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,High,False,8.9
JOB_29F6DDDF,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Low,False,23.8
JOB_D2D6B9E3,Tamil Nadu,Tiruchirappalli,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,True,10.7
JOB_FE053C04,Tamil Nadu,Tiruchirappalli,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,High,False,8.4
JOB_D2F8FD07,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,14.4
JOB_736F4CFF,Tamil Nadu,Tiruchirappalli,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,High,True,17.0
JOB_3BC9DFD7,Tamil Nadu,Tiruchirappalli,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,12.8
JOB_0B8AC5A7,Tamil Nadu,Tiruchirappalli,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,True,18.8
JOB_B7DB6E95,Tamil Nadu,Tiruchirappalli,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,True,19.2
