state,centre_name,address,email,phone,courses_offered
uttar pradesh,"Rajpati ITC - meemla dhampur,Bijnor - Bijnor",NEHTAUR ROAD MEEMLA-DHAMPUR DISST. BIJNOR.U.P.,riti1145@gmail.com,9760393195,['FITTER (NSQF)']
uttar pradesh,Kamdhenu ITC - Kaushambi,"G.T. ROAD KASIA KAKODHA, KAUSHAMBI U.P.",aashu_singh@live.in,7860621667,"['ELECTRICIAN (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Shri Ummed Industrial Training Centre - Gautambuddha Nagar,"Vill Mayana Akalpur, Po. Rabupura, GB Nagar",sudhirsharma185@gmail.com,9997064150,"['FITTER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Ram Piyare Singh Industrial Training Centre - Ambedkar Nagar,MAHARUA GOLA AMBEDKAR NAGAR,piti1211abn@gmail.com,9628378509,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Dr. Sushila Girish Industrial Training Centre - Bareilly,bankey ki chawni izzatnagar bareilly,saxenavipin3@gmail.com,7417078200,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'SEWING TECHNOLOGY (NSQF)']"
uttar pradesh,BAIJNATH SINGH INDUSTRIAL TRAINING CENTRE - Jaunpur,"VAN VIHAR ROAD, KANHAIPUR, JAUNPUR UTTAR PRADESH",bnspvtiti1651@gmail.com,9454935935,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']"
uttar pradesh,Institute of Industrial Trg. - Sitapur,"Vill &amp;amp; Post- Resora ,Sitapur",anuj.vkm3@gmail.com,9838500960,"['ELECTRICIAN (NSQF)', 'DRAUGHTSMAN (CIVIL) (NSQF)', 'DRAUGHTSMAN (MECHANICAL) (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Vishwa Bharti ITC - Gorakhpur,F.C.I Road Urvarak Nagar Gorakhpur,vishwabhartigkp@gmail.com,7054209414,"['FASHION DESIGN & TECHNOLOGY (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shri Devdutt Tyagi ITC - Meerut,VILL JULEDHA POST SARDHANA DISTT MEERUT,piti1593@gmail.com,9557034056,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Chaudhary Ramhit ITI - Chitrakoot,"Ragauli, Karwi, Distt.- Chitrakoot (U.P.)",Crhitc.ragauli@gmail.com,9415633638,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FASHION DESIGN & TECHNOLOGY (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Jyoti ITI - Gautambuddha Nagar,"ACHHEJA, DADRI ROAD , G.B. NAGAR",shivitinoida@gmail.com,9958249028,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Swantantra Sangram Senani Shri Shiv Kumar Pandey Memorial ITC - Sultanpur,"VILL+POST-BANI,DISTRICT-SULTAPUR",sssssiti@gmail.com,9616812279,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'COSMETOLOGY (NSQF)']"
uttar pradesh,Dev ITC - Varanasi,kachnar rajatalab varanasi,devitibangalipur@gmail.com,7388794993,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Awadh Kishan ITC - Faizabad,Awadh Kishan ITC - Faizabad,anoopmaurya127@gmail.com,9839330402,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,"Veerangana ITI,khailar, jhansi - Jhansi",KHAILAR BHEL JHANSI,vjiti2010@gmail.com,7309611969,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Bankey Behari Tech. Education Centre ITC - Bareilly,BANKEY BIHARI TECHNICAL EDUCATIONAL CENTRE RAJENDR,bankey.bihari1038@gmail.com,8755811111,['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)']
uttar pradesh,Advance Institute of Information & Computer Tech. - Ghaziabad,"III-N-20,AMBEDKAR ROAD,GZB",aiictiti@rediffmail.com,8010001907,['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)']
uttar pradesh,Naina Garh ITC - Mirzapur,Barewan Chunar Mirzapur,divendrasingh9918@gmail.com,9415906596,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,K.N.S ITC - Ghazipur,SHASTRI NAGAR WARD NO-4 DILDARNAGAR DIST- GHAZIPUR,knsiti1827@gmail.com,9430896842,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,"Super Tech I.T.I. Garh Road, Hasanpur kala, Meerut",Hasanpurkalan Garh Road Meerut,supertechiti@gmail.com,9897229033,"['WIREMAN (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shambhoo Nath Singh ITC - Varanasi,VILL- DHARSAUNA POST- CHOLAPUR DISTT- VARANASI,snsinghiti@gmail.com,9450251229,"['DRESS MAKING (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,New Indian Private ITC - Sonebhadra,Dibulganj Anpara,NEWINDIYAN1831@GMAIL.COM,9839098893,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Late Jai Bahadur Singh Memorial ITC - Sultanpur,"GULALPUR BAJAR, POST- MAHARANI PACHIM, TAHSEEL- LA",piti1282sul@gmail.com,9919307111,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Keshav Prasad Ralhi ITC - Santravidas Nagar (Bha,"NARATHUA,AURAI,S.R.N. BHADOHI",keshavprasadralhiiti@gmail.com,7704905367,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Ram Jiyawan Memorial ITC - Jaunpur,SARJU NAGAR KATWAR JAUNPUR,vpyadav20576@gmail.com,9628217615,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Panmati ITC - Ghazipur,VILL-UCHURI POST SEKHANPUR GHAZIPUR U.P,randhirsinghgzp@gmail.com,9455336171,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Rajiv Gandhi Yuva Auddyogik Prashikshn Kendra - Ballia,Rajdhani Road Haibatpur Ballia,rgyitiballia@gmail.com,7704020009,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Dr. Ramdhari ITC - Azamgarh,AT & POST BARGAHAN AZAMGARH,ramdhariitc@gmail.com,9415835122,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Malkhan Singh Industrial Training Centre - Saharanpur,"MALKHAN SINGH ITI,DELHI ROAD,NANAUTA",piti1517@gmail.com,9412668274,"['DRAUGHTSMAN (CIVIL) (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Tomorrow Industrial Training Centre - Kanpur Nagar,9/26 KRISHNA NAGAR KANPUR 208007 UP,rajeev_iti@rediffmail.com,9839282963,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Sagar Industrial Training Institute Bulandshahr - Bulandshahr,Inta Rori Bulandshahr,piti1526bsr@gmail.com,9410436100,['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)']
uttar pradesh,Aradhana Industrial Training Centre - Mahoba,8-B SUBHASH NAGAR MAHOBA,vermajitendrasingh@gmail.com,9336166294,['SEWING TECHNOLOGY (NSQF)']
uttar pradesh,Achnera ITC - Agra,FARAH ROAD ACHNERA AGRA,rishipalsinghsolanki@gmail.com,7417936124,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Jan Jagran ITC - Kanpur Nagar,"122, HORA KACHHAR NARAMAU KANPUR",raj.ravi.me@outlook.com,9454346707,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Azad ITC - Azamgarh,VILL MUNDA POST JAFARPUR DISTT AZAMGARH,azaditi1727@yahoo.com,7007067004,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,S.V ITC - Muzaffar Nagar,Vill Bannagar Post Rohana Distt Muzaffarnagar,PITI1568@GMAIL.COM,9927921620,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'DRAUGHTSMAN (MECHANICAL) (NSQF)', 'FITTER (NSQF)', 'DRAUGHTSMAN (CIVIL) (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Chandra Private ITC - Ambedkar Nagar,DHAURAHARA SINJHAULI AMBEDKAR NAGAR UP,bhargavaavinash58@gmail.com,7007099228,['FITTER (NSQF)']
uttar pradesh,Mother Teresa ITC - Saharanpur,"OPP. VIKAS BHAWAN, DELHI ROAD,SAHARANPUR",mtgroupofcolleges@gmail.com,9358188514,"['PHYSIOTHERAPY TECHNICIAN (NSQF)', 'DENTAL LABORATORY EQUIPMENT TECHNICIAN (NSQF)', 'HEALTH SANITARY INSPECTOR (NSQF)']"
uttar pradesh,Dharmadev ITC - Mau,VILL POST KAJHAKHURD DIST MAU,adarsh.rai710@gmail.com,7007190972,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shri Maa Audyogic Prashikashan Kendra - Gonda,"GAYATRIPURAM, CIVIL LINE, GONDA",piti1247.gnd@gmail.com,9453269543,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'DRAUGHTSMAN (CIVIL) (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Rameshwar Singh ITC - Faizabad,"VILL- SAMANTHA, POST- SARAY SAGAR , FAIZABAD",vermaharivansh314@gmail.com,9795771314,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,"Bahoti Devi ITI, Shamli-M.Nagar Road, Dholra, Muzaffar Nagar - Muzaffar Nagar",BOHATI DEVI ITI SHAMLI-M.NAGAR ROAD DHOLRA M.NAGAR,bditicollege@gmail.com,8445957071,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Rishi Ramnaresh Krishak Audyogik Prshikshan Centre - Mau,MOLANAPUR DUBARI MADHUBAN MAU,sushil3572@gmail.com,9415962852,"['ELECTRICIAN (NSQF)', 'INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF)']"
uttar pradesh,M.P National ITC - Varanasi,"LAKHANPUR, CHOLAPUR, VARANASI.",MPNATIONALITI@GMAIL.COM,7080999401,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,A.K. National ITC - Ghazipur,VILL- BABHANAULI POST RAMPUR DIST GHAZIPUR,AKNATIONALPVTITI@GMAIL.COM,7275822472,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Raj Kishor Singh ITC - Ghazipur,Baruin Zamania Ghazipur,rajkishorsinghiti@gmail.com,7985936577,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Lalti Educational Institute of Technology - Azamgarh,"BABA COMPLEX, NEW MARKET, NARAULI, AZAMGARH",laltieasdspvtiti@yahoo.com,9415208090,['SURVEYOR (NSQF)']
uttar pradesh,"WITS Pvt. I.T.I., Ambedkar Nagar, [PITI ] - Ambedkar Nagar",PATEL NAGAR TANDA ROAD AKBARPUR AMBEDKAR NAGAR,witsabn@gmail.com,9415169030,"['FITTER (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)', 'DRAUGHTSMAN (CIVIL) (NSQF)']"
uttar pradesh,Shiva ITC - Mathura,BEHIND AMAR HOTAL GOVERDHAN MATHURA,dcsharma2014@gmail.com,8273393464,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Central ITC - Ghazipur,"VILL-BAGHOL,POST-JANGIPUR,DIST-GHAZIPUR (U.P)",stpcentraliti7@gmail.com,9415302099,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shri Shivmangal Singh ITC - Chandauli,Vill. & Po. Sakarari District Chandauli,jaigobindsingh@yahoo.com,9161670003,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Hem ITC - Saharanpur,HEM I.T.I PILAKHANI SAHARANPUR U.P.,piti1574@gmail.com,8433064321,"['DRAUGHTSMAN (MECHANICAL) (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Ram Lakhan Singh ITC - Jaunpur,"KATAKA SHIKARPUR P.O.-KARANJAKALA, JAUNPUR",ramlakhansinghpiti@gmail.com,9415257086,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Amarawati Devi ITC - Jaunpur,"MILKOPUR, SIDDIQPUR JAUNPUR",amrawatipiti895623@rediffmail.com,9554924565,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Kalpanath ITC - Ballia,VILL+POST-KASAUNDAR DIST-BALLIA,lallansingh_iti@rediffmail.com,8542058071,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)', 'WELDER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Dr. Aboo Mohammed PITI - Jaunpur,SUKKHIPUR JAUNPUR,aboomohditi1153@gmail.com,9616097925,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Adarsh ITC - Saharanpur,ADARSH ITI NEW POWER HOUSE TOWN AND POST NAKUR,sachindudhla@gmail.com,9627353651,"['ELECTRICIAN (NSQF)', 'WELDER (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Sri Krishna I T I - Ghazipur,VILL AND POST-HOLIPUR SAIDPUR DISTT-GHAZIPUR,anyyadav123@gmail.com,9519132291,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Maa Vaishno ITC - Jaunpur,VILL. & POST PASEWA KERAKAT JAUNPUR,maavaishnoitc@rediffmail.com,9415897474,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Smriti Pvt. ITI - Varanasi,"JALHUPUR,VARANASI",smritipiti1739varanasi@gmail.com,9935027049,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Satyendra Bahadur Singh ITC - Jaunpur,"khargsenpur,thanagaddi jaunpur",vijayshankarmishra90@gmail.com,9453321587,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,A.V.S ITC - Ghaziabad,B 18 Sector 9 New VIjay Nagar Ghaziabad,avsitc@gmail.com,9818012053,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Smt. Asharfi Devi ITC - Jaunpur,"KANCHANPUR, BALWARGANJ, SUJANGANJ JAUNPUR",anandgoswami946@gmail.com,7398870363,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,National ITC - Ghazipur,Fullanpur Ghazipur,nationaliti1748@gmail.com,7905779220,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Subedar Singh ITC - Ghazipur,"Vill-Kadipur,po-Basudeopur,Dist-Ghazipu",subedarsinghitc@gmail.com,9554281322,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Swami Vivekanand ITC - Lucknow,RAMPUR DEVRAI BAKSHI KA TALAB LUCKNOW,shyamjigupta349@gmail.com,9450530322,"['PLUMBER (NSQF)', 'ELECTRICIAN (NSQF)', 'PUMP OPERATOR-CUM-MECHANIC (NSQF)']"
uttar pradesh,Nuruddin Khan ITC - Jaunpur,hamam drawaja,nooruddinkhaniti1151@gmail.com,8303637334,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,R.D.S ITC - Sultanpur,LUCKNOW ROAD AMHAT SULTANPUR,santosh5194patel@gmail.com,9415136731,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Dewa ITC - Varanasi,belwababa soyepur,devaiti2009@gmail.com,9838577220,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Yamuna Devi ITC - Chandauli,"pura , balua , chnadauli",santoshsinghydm@gmail.com,7755881515,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Sarthak ITC - Ghazipur,Mohan Lal Ka Pokhara Rauza Ghazipur,pankajsharma.gzp@gmail.com,8418965655,"['FITTER (NSQF)', 'MECHANIC DIESEL (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Vibhuti Chauhan Private ITI - Jaunpur,"Gurudham Colony,Faizbaug,Umarpur Jaunpur",singsatyendra@gmail.com,8882388811,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,NCVETA Private ITI - Amethi,gajipur bhadar amethi up,ncvetaprivateiti2040@gmail.com,9005469328,"['DRAUGHTSMAN (CIVIL) (NSQF)', 'SURVEYOR (NSQF)']"
uttar pradesh,Shambhunath Private ITC - Allahabad,"jhalwa, allahabad",kp62tewari@gmail.com,7388098060,"['FITTER (NSQF)', 'DRAUGHTSMAN (CIVIL) (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shri Ram Private ITC - Ambedkar Nagar,ACHHTI BLOCK RAM NAGAR AMBEDKAR NAGAR,dayar445@gmail.com,9918227746,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Rajkiya I.T.C Bakshi Ka Talab(Under DHSW) - Lucknow,"Bakshi Ka Talab, P.O.- Indaurabagh, Lucknow",ritcbkt1342@gmail.com,9935858911,"['WELDER (NSQF)', 'ELECTRICIAN (NSQF)', 'WIREMAN (NSQF)', 'MECHANIC (MOTOR VEHICLE) (NSQF)', 'TURNER (NSQF)', 'SEWING TECHNOLOGY (NSQF)', 'FOUNDRYMAN (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'CARPENTER (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,"A. B. MEMORIAL PRIVATE ITI NAINI,ALLAHABAD",URMAGANJ AMILIYA NAINI ALLAHABAD,abmemorialpvtiti@gmail.com,9621374300,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Smt. Shakuntala Devi Private ITI - Agra,LADHUKHERA AGRA,ssiti2326@gmail.com,9411605171,['ELECTRICIAN (NSQF)']
uttar pradesh,Ashutosh Private ITI - Raibareli,"Baraipur Opp. Galla Mandi, Ratapur Road, Rae Barel",singhbnjay@gmail.com,8004301827,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Pt. Govind Ram Private ITI - Mathura,Village+Post-Ral District-Mathura 281504,Sureshcti11@gmail.com,8218576804,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Shri Ram Soorat National Private ITC - Ghazipur,SAUNA SAIDPURGHAZIPUR,gzp.vinodkumar@gmail.com,9628362718,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Shri Ram Chandra Smarak Private ITI - Bareilly,OPPOSITE G.T.I RAMPUR ROAD C.B GANJ BAREILLY U.P,srcsitc@gmail.com,7351230055,"['MECHANIC DIESEL (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Vijay Singh Pachainya Private ITI - Mathura,jajanpatti magorra mathura,vijaysinghpachaiyaiti2305@gmail.com,9761906660,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,"Om Sai Private ITC, - Ambedkar Nagar",HAKIMJOT UTRETHU AMBEDKAR NAGAR,Verma.vikash84@gmail.com,9454893553,['FITTER (NSQF)']
uttar pradesh,Chaudhary Bhuleram Private ITC - Gautambuddha Nagar,"VILLAGE- PACHAYTAN INAYATPUR, KASANA ROAD, GREATER",mukesh8d@gmail.com,9718475480,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,R.S. INDUSTRIAL TRAINING CENTRE - Hathras,75 shri radhey vihar shastripuram agra,manojsingh789@yahoo.com,7895252555,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,A. S. Private ITC - Aligarh,"Bhankri- Khas,Aligarh to Delhi G.T.Road, Aligarh",asiti47@rediffmail.com,9358251553,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Smt. Madhuri Maheshwari Private ITC - Kansganj,"behind Railway Station,Kasganj",shamshadali372@gmail.com,8445481441,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Swami Vivekanand Private ITC - Saharanpur,"914,Lattmaran gali,Jagadhari,Haryana",jogender1059@gmail.com,8859545662,"['WELDER (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Maharana Pratap Private ITC - Ghazipur,"DIDOHAR,BIRNO,GHAZIPUR",mpitmgzp@gmail.com,8948347234,['FITTER (NSQF)']
uttar pradesh,Rukmani Private ITC - Moradabad,LODHIPUR RAJPUT DELHI ROAD MORADABAD,rukmanipvtiti@gmail.com,9917988800,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Rama Private ITC - Varanasi,"VILL- CHURAMANPUR, PO- BHULLANPUR, DIST- VARANASI",verma7868@gmail.com,9936135865,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Brij Lal Private ITC - Fatehpur,Braj Lal Industrial Traning Institute Ahirankheda,ravindra8200@gmail.com,9161538200,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,"Deva Private ITI, - Sonebhadra",MURDHAWA RENUKOOT,devaiti2013@gmail.com,9519670656,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,C. M. E. Private ITC - Allahabad,"BAJHA, POST: JALALPUR GHOSI, ALLAHABAD",miskv73@yahoo.com,9389994490,['ELECTRICIAN (NSQF)']
uttar pradesh,Pyarelal Private ITC - Allahabad,VILL MEERAPUR POST FATEHPUR GHAT DIST ALLAHABAD,pyarelal2198@gmail.com,9936113034,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Bio Tech Private ITC - Sonebhadra,Bio Tech Private ITC - Sonebhadra,biotechpiti@yahoo.com,9565523541,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Sarnath Private ITC - Varanasi,"MADHUBAN NAGAR COLONY,PHASE 1,BARAIPUR,SHAKTIPITH,",raidk11@gmail.com,9454155990,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Adarsh Private ITC - Ghazipur,TELIYANI BAHADIYA GHAZIPUR,yadavsandip2149@gmail.com,9936962896,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Gyan Private ITI - Aligarh,"AGRA ROAD,ALIGARH",deepgas@hotmail.com,8445811894,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Sharda Private ITC - Varanasi,"Village- Chahin, Post- Chaubepur, District- Varana",shardapvtiti@gmail.com,9918812424,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Vaani National Private ITC - Varanasi,"Bairwan, Gangapur, Varanasi",manish50123@rediffmail.com,9807123911,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Gautambuddha Private ITC - Ghazipur,VILL TULSIPUR POST CHHAWANILINE GHAZIPUR U.P,gautambuddhapiti@gmail.com,9450895841,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,N. I. C. E. Private ITC - Ghazipur,"Infront of DM Banglow, Peer Nagar, Ghazipur, U.P.",ncmetghazipur@gmail.com,9839901310,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Babu Nandlal Private ITC - Allahabad,"MANDAUR (BALRAMPUR) ,JAGATPUR ALLAHABAD",babunandlalpiti2186@gmail.com,9415253712,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,"Late Shri Jang Bahadur Singh Private ITC, - Faizabad","village-Sariya, Post-rajapur Sariya,Dist-Faizabad",sp63323@gmail.com,9839777086,['FITTER (NSQF)']
uttar pradesh,Kalawati Singh Private ITC - Mirzapur,sripatti konemirzapur,mukund.jpiti@gmail.com,6394411610,['FITTER (NSQF)']
uttar pradesh,R. P. S. Private ITC - Deoria,MUNDERA RAMPUR GARH DEORIA,rpsiti2181@gmail.com,9919609129,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Nav Jyoti Private ITC - Faizabad,"Surjivirwa,Rampur Sardha,Faizabad (U.P.)224171",navjyotiiti@gmail.com,9455730857,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Mula Devi Rameshwar Prasad Private ITC - Allahabad,malak balau nawabganj soranv allahabad,mdrpitc@gmail.com,8604363974,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Manju Srivastava Private ITC - Varanasi,Indrapur Shivpur Varanasi,akki232414@gmail.com,9389508988,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,Ek Onkar Private Industrial Training Institute,Village and Post Office: Shahbajnagar,bsinghlko@gmail.com,9412603497,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,"Endeavour Private Iti, Deoband","ENDEAVOUR PVT ITI, KH NO. 3917, TELHEDI CHUNGI, NEAR ,ASADPUR KANJALI ROAD , GT ROAD (NH 59), DEOBAND, SHAHRANPUR,UTTARPRADESH -247554.",rajeevkumarpundeer@gmail.com,9922996540,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Endresh Bahadur Singh Privet I.T.I.,SINGHPUR,ebspiti@gmail.com,7071717713,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']"
uttar pradesh,G S S Pvt Iti,"BARIYASANPUR,CHIRAIGAON",satishsingh3617@gmail.com,9451139176,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Gajadhar Singh Pvt.Iti,JASAVPUR POST GADYALA,yashinstitute29@gmail.com,8858856076,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Gyandeep Industrial Training Institute,"Kshidi Brahman (Saraiya), Post-Sunsepur",rverma.1383@gmail.com,9838042774,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Hariom Privet Iti,"Vill-Arila par,Post-Amtoura",hpitigkp@gmail.com,9506210037,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
uttar pradesh,Hariram Private Iti,bhiti rawat bharpurva sahajanwa,veerbahaduryadav10@gmail.com,7355006147,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']"
