state,centre_name,address,email,phone,courses_offered,pincode,district,subdistrict,mappls_eloc,geocode_level
odisha,IIAS ITC,At-Bhejput Vill Kallikote,iiasitcbhejiput21@gmail.com,7008506568,FITTER (NSQF) | SEWING TECHNOLOGY (NSQF) | ELECTRICIAN (NSQF),752001,Puri District,Puri,SALV8K,state
odisha,Imarat Umar Technical Training Centre,Post: Bisra Via: Rourkela,iuttc.bisra@gmail.com,9938790818,WELDER (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),770036,Sundargarh District,Bisra,QUJP27,poi
odisha,INDIAN INSTITUTE OF ADVANCED STUDIES/ Pvt. ITI,"College Road, Puri-1",iiasitc@gmail.com,9437232468,FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF),752001,Puri District,Puri,SUD6HV,street
odisha,Indian Instt. of Technology & Reasearch I.T.C,Plot No. 84/87 At/Po Dahanmandal,meetiitr@yahoo.in,9938060748,FITTER (NSQF) | ELECTRICIAN (NSQF),,Khordha District,,GY7FL1,state
odisha,Indira Memorial ITI,Jhirpani Rourkela,imitc.rkl@gmail.com,9437144920,ELECTRICIAN (NSQF) | WELDER (NSQF) | FITTER (NSQF),769042,Sundargarh District,Raurkela M,9FFV2Q,locality
odisha,Industrial Training Center Debadihi,"At-debadihi,po-Jharsuguda",itcdebadihi@yahoo.com,9178291732,ELECTRICIAN (NSQF) | FITTER (NSQF),768201,Jharsuguda District,Jharsuguda,J37N13,district
odisha,"INDUSTRIAL TRAINING CENTERE, DAYAVIAHAR","AT-DAYAVIHAR, PO-GADASAHI, PS-KANAS, DIST-PURI, PIN-752017",sssamantaray115@gmail.com,9437062216,DAIRYING | HORTICULTURE (NSQF) | FLORICULTURE & LANDSCAPING (NSQF) | SEWING TECHNOLOGY (NSQF) | DRIVER CUM MECHANIC (NSQF) | PLUMBER (NSQF) | FITTER (NSQF),752017,Puri District,Kanas,VVF44F,poi
odisha,Industrial Training Centre Bargaon,Bargaon,bargaoniti@gmail.com,9777354017,ELECTRICIAN (NSQF) | FITTER (NSQF) | SEWING TECHNOLOGY (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF),770016,Sundargarh District,Baragaon,90SP4D,poi
odisha,INDUSTRIAL TRAINING CENTRE KAMAKHYANAGAR,"AT-136 MUNDIDEULI ,KAMAKHYANAGAR,DHENKANAL",itckamakhyanagar@yahoo.in,9437107039,FITTER (NSQF) | ELECTRICIAN (NSQF),759018,Dhenkanal District,Kamakshyanagar,34X9P4,village
odisha,"Industrial Training Centre, Charampa","Canal Road Charampa, Bhadrak",iticharampa@yahoo.com,9437132966,ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),756101,Bhadrak District,Bhadrak Rural,61EAFF,locality
odisha,"Industrial Training Centre, Hindol Road",At/P.O-HINDOL ROAD,itchindolroad@gmail.com,9937616036,ELECTRICIAN (NSQF) | FITTER (NSQF),759022,Dhenkanal District,Hindol,ITWTCF,village
odisha,Industrial Training Institute Balasore,AT-ANGARGADIA O.T ROAD \nPOST/DIST-BALASORE-756001,govt.itibls@gmail.com,9437752440,ASSISTANT TECHNICIAN LED REPAIR | ASSOCIATE DATA ENTRY OPERATOR | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | PLUMBER - GENERAL | ELECTRIC VEHICLE SERVICE TECHNICIAN,756003,Balasore District,Baleshwar Sadar,TVDWX3,locality
odisha,Innodust Skill Development Centre Kabisuryanagar,Kabisuryanagar Ganjam,operation.innodust@gmail.com,8249492866,SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA),761104,Ganjam District,Kabisuryanagar,EKBBCQ,village
odisha,Institute of Electronics & Marine Technology,Near Sadar Thana Square Padhuan Pada,s_pravakar@yahoo.com,8249202632,FITTER (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF),759122,Angul District,Anugul,E4PBDO,poi
odisha,Institute of Engineering & Management ITC,"Gourahari Vihar, Po: Raniput",principalitciem@gmail.com,9861741356,ELECTRICIAN (NSQF) | FITTER (NSQF),751002,Khordha District,Bhubaneswar,B0OHHM,state
odisha,INSTITUTE OF ENGINEERING AND MANAGEMENT,GOURAHARI VIHAR RANIPUT JEYPORE,iem.hsn@gmail.com,7008477228,SURVEYOR AIDE | ASSISTANT TECHNICIAN LED REPAIR | ASSOCIATE DATA ENTRY OPERATOR | ASSISTANT MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | ASSISTANT TECHNICIAN LED REPAIR | ASSOCIATE DATA ENTRY OPERATOR | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | SURVEYOR AIDE | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | AUTOMOTIVE SALES EXECUTIVE | ASSISTANT MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER,764005,Koraput District,Jeypore,681A72,village
odisha,Institute of Engineering Training,Samalpur Birla Tyre Road Balsore,ietsamalpur@gmail.com,9861947995,ELECTRICIAN (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | WELDER (NSQF),756001,Balasore District,Remuna,J709N9,poi
odisha,Institute of Industrial Education & Training,AT-Sukhilahar Betnote,modi.bikash@gmail.com,7008484243,FITTER (NSQF) | ELECTRICIAN (NSQF),753012,Cuttack District,Cuttack Sadar,G7CTUF,state
odisha,Institute of Industrial Technology,Arad Bazar,iititc.aradbazar1986@gmail.com,7008906515,ELECTRICIAN (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | FITTER (NSQF),756001,Balasore District,Baleshwar Sadar,28WIJE,poi
odisha,"INSTITUTE OF SCIENCE & TECHNOLOGY,ITC",AT/PO-KENDUPATNA,shineinstitutes@rediffmail.com,8917280682,FITTER (NSQF) | ELECTRICIAN (NSQF) | SEWING TECHNOLOGY (NSQF),768029,Bargarh District,Barapali,YMV5HU,poi
odisha,Institute of Technical Training ITC,itckirei@gmail.com,,9938520211,WELDER (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),758035,Kendujhar District,Barbil,5VD8QP,state
odisha,Institute of Technology Information & Training,AT/PO Taropada,rasmiiti@yahoo.co.in,9437021605,DRIVER CUM MECHANIC (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),762104,Kandhamal District,Daringbadi,YNY3ZE,state
odisha,ISPAT PRIVATE INDUSTRIAL TRAINING INSTITUTE,"At:-Dalposh, Po:-Jabaghat, Ps:-Bondamunda,",bimalranjanghose@gmail.com,9437042790,ELECTRICIAN (NSQF) | FITTER (NSQF),758035,Kendujhar District,Barbil,5V5BO4,poi
odisha,ITC Jagannath Prasad,"Jagannath Prasad, Ganjam, Odisha-761121.",itcjnp@yahoo.in,9861011582,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),761121,Ganjam District,Jagannath Prasad,DE4248,village
odisha,ITC KEONJHAR,"AT: BADAHAL, PO: KEONJHARGARH,PS-TOWN",itckeonjhar.dani@rediffmail.com,9437962498,ELECTRICIAN (NSQF) | FITTER (NSQF),758001,Kendujhar District,Kendujhar Sadar,Q403B3,locality
odisha,ITI RAYAGADA,"ITI, RAYAGADA, AT- RAYAGADA PO- RAYAGADA",prakashrsoren@gmail.com,9437310672,ELECTRICIAN (NSQF) | FITTER (NSQF),765017,Rayagada District,Rayagada,YN7LD8,subDistrict
odisha,"ITI, CHANDRAGIRI","AT-KALIAPATA, PO-CHANDIPUT,VIA-CHANDRAGIRI, MOHANA",itichandragiri@rediffmail.com,8018357801,FITTER (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF),761017,Gajapati District,Mohana,2E1F8T,village
odisha,"ITI, Mathili",At/Po Mathili,principalitimathili@gmail.com,7077432666,MECHANIC (MOTOR VEHICLE) (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),764044,Malkangiri District,Mathili,26EDC3,village
odisha,JAGADHATRI INDUSTRIAL TRAINING CENTRE,"AT-PATRAPADA,SUNHAT,",jagadhatriiti@gmail.com,9437445627,FITTER (NSQF) | ELECTRICIAN (NSQF),756101,Bhadrak District,Bhadrak Rural,1DJ1ZU,poi
odisha,Jagakalia Industrail Training Centre Meramandali,"At/PO Meramunduli,",jagakaliaitc@gmail.com,7608064005,ELECTRICIAN (NSQF) | SEWING TECHNOLOGY (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),759121,Dhenkanal District,Odapada,CC428F,village
odisha,JAGANNATH INDUSTRIAL TRAINING CENTRE,AT/PO-BHANDARIPOKHARI DIST-BHADRAK,mbmctrust2009@gmail.com,9437267976,ELECTRICIAN (NSQF),756101,Bhadrak District,Bhadrak Rural,1DJ1ZU,poi
odisha,JAGANNATH INDUSTRIAL TRAINING CENTRE,"AT/PO- CHINCHALGADIA, VIA- AMARDA ROD, PS- RASGOVINDPUR",jagannath.iti432@gmail.com,9040434067,ELECTRICIAN (NSQF) | FITTER (NSQF),756113,Bhadrak District,Bhadrak Rural,1LD5LY,poi
odisha,"Jajpur ITC, Katikata",At/Po-Katikata,jajpuritc@gmail.com,9438329132,FITTER (NSQF),755014,Jajpur District,Dasarathpur,T2CS65,village
odisha,Jalda ITC,A Block. PO Jalda,jaldaitc@gmail.com,9437192188,ELECTRICIAN (NSQF) | FITTER (NSQF) | WELDER (NSQF),769043,Sundargarh District,Raurkela M,R90KFC,subLocality
odisha,JAN SHIKSHAN SANSTHAN BALANGIR COMMUNITY HALL,PATNAGARH BALANGIR,bishnu1980dash@gmail.com,8144287774,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT,767025,Balangir District,Patnagarh,RQ85AD,subDistrict
odisha,Jan Shikshan Sansthan Bhubaneswar,Plot No. LB-279/280 Badagada Brit Colony Bhubaneswar- 751018,jss_bbsr@yahoo.co.in,7873400009,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,751018,Khordha District,Bhubaneswar,7MUYPX,poi
odisha,JAN SHIKSHAN SANSTHAN DEOGARH,AT- RAJAMUNDA PO-DEOGARH,jssdeogarh@gmail.com,8895181269,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,768108,Deogarh District,Reamal,TCCAAF,village
odisha,JAN SHIKSHAN SANSTHAN DHENKANAL 01,ISWAR CAMPUS ODAPADA,tosanjaya@gmail.com,9090362515,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,759001,Dhenkanal District,Dhenkanal Sadar,F1WE3P,poi
odisha,JAN SHIKSHAN SANSTHAN DHENKANAL 02,AASET PANDUA,durgananda2020@gmail.com,9938181349,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,759001,Dhenkanal District,Dhenkanal Sadar,F1WE3P,poi
odisha,JAN SHIKSHAN SANSTHAN DHENKANAL 03,CHAULIA,sambhabdash2@gmail.com,7077426335,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,759001,Dhenkanal District,Dhenkanal Sadar,F1WE3P,poi
odisha,JAN SHIKSHAN SANSTHAN DHENKANAL 04,BHAPUR,lipimadhusmita.patnaik@gmail.com,7978736398,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN,759001,Dhenkanal District,Dhenkanal Sadar,F1WE3P,poi
odisha,Jan Shikshan Sansthan Ganjam.,Hinjilicut Patana Sahi,maharanasujata80@gmail.com,9668489813,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,761102,Ganjam District,Hinjili,62EVPD,district
odisha,Jan Shikshan Sansthan Ganjam.,Kukudakhandi Main Road,Suvendradash2016@gmail.com,8895824144,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,761100,Ganjam District,Kukudakhandi,3D6U3B,subDistrict
odisha,Jan Shikshan Sansthan Keonjhar,At-Baniapat College Road Po-Keonjhargarh,binodkumarmishra11@gmail.com,9437086346,SENIOR BEAUTY THERAPIST | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SENIOR BEAUTY THERAPIST,758001,Kendujhar District,Kendujhar Sadar,J1VYGR,locality
odisha,Jan Shikshan Sansthan Nabarangpur,Building no -1069/886,jssskillnbg@gmail.com,8280133778,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,764059,Nabarangpur District,Nabarangapur PS,P41WEU,district
odisha,JAN SHIKSHAN SANSTHAN NUAPADA,At-Nuapada PO-Tanwat Dist-Nuapada,jssnuapada@gmail.com,9437058367,ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | SELF EMPLOYED TAILOR,766105,Nuapada District,Nuapada,S8D211,village
odisha,Jan Shikshan Sansthan Puri 01,At/Po-Sarbodaya Nagar Near Sub Post Office,mailboxjsspuri@gmail.com,9438261758,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,752002,Puri District,Puri,AL4HP8,poi
odisha,Jan Shikshan Sansthan Sambalpur,Adarsh Marg Anithapali,jss.sbp@gmail.com,9556888610,SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | TRAINEE - BEAUTICIAN,768004,Sambalpur District,Sambalpur,77FB1V,poi
odisha,JAN SHIKSHAN SASNTHAN BATESWAR,AT-BATESWAR PO-MOTIGANJ PS-BALASORE SADAR BLOCK-BALASORE SADAR,sethishantisethi@gmail.com,9692023508,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN,756001,Balasore District,Baleshwar Sadar,X16BS4,poi
odisha,JAN SHIKSHAN SASNTHAN KHUSALIGANJ,AT-KHUSALIGANJ PO-REMUNA PS- REMUNA,sradhanjalimaharana909@gmail.com,9937582323,ASSOCIATE DATA ENTRY OPERATOR,,Balasore District,,464F51,city
odisha,JANA SHIKSHAN SANSTHAN CUTTACK,PLOT NO 841/521(P) SECTOR-8 CDA CUTTACK,jss_ctc@yahoo.co.in,8280406723,ASSISTANT BEAUTY & WELLNESS CONSULTANT | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT,753014,Cuttack District,Cuttack Sadar,D4UX9G,locality
odisha,Jawahar Navodaya Vidyalaya - Keonjhar,JAWAHAR NAVODAYA VIDYALAYA AT/PO- HADAGARH DISTRICT-KEONJHAR STATE-ODISHA PIN CODE-758023,dhal.rajendra@gmail.com,9437606259,ASSOCIATE DATA ENTRY OPERATOR,758023,Kendujhar District,Hatadihi,U2VQQD,poi
odisha,JAY GANESH ITC,AT/PO-GADASILA,jayganesh38@gmail.com,8270820082,FITTER (NSQF) | ELECTRICIAN (NSQF),768033,Bargarh District,Sohela,IHOC5L,poi
odisha,JAY JAGANNATH PVT ITI,"AT/PO-KUJAHALA,H.O-UPPER BARUAN",JAYJAGANNATHITC@GMAIL.COM,9437744266,FITTER (NSQF) | ELECTRICIAN (NSQF),751003,Khordha District,Bhubaneswar,M4MSW6,state
odisha,Jhadeswar Industrial Training Centre,"Jhadeswar Industrial Training Centre,Balasore. AT-India oil Road , Po:-Chanapur Via:-Kurada,P.s-Industrial, Dist:-Balasore , Pin:-756056",bhanjabinayakumar@gmail.com,9861860229,ELECTRICIAN (NSQF) | FITTER (NSQF),756056,Balasore District,Remuna,8532DA,poi
odisha,Jogendra Jena Industrial Training Centre,"At/campus,bankual,BBSR",jjitc25@gmail.com,9777594337,FITTER (NSQF) | ELECTRICIAN (NSQF),756101,Bhadrak District,Bhadrak Rural,1DJ1ZU,poi
odisha,JSS -Maa Maunei Tailoring Institute,At-Gopalpurpatana Po-Satyabadi Dist-Puri,mailboxjsspuri@gmail.com,7815038497,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,752014,Puri District,Satyabadi,OA4BEY,subDistrict
odisha,JSS Angul,"JAN SHIKSHAN SANSTHAN, Near By Dr. B.C Pradhan, SimiliPada ,Angul, Anugul-759122, ANUGUL (Odisha)",jssangul23@gmail.com,9437031797,,759122,Angul District,Anugul,4TTMDD,locality
odisha,JSS Balangir,"RAJENDRA PADA,BALANGIR, Balangir-767001, BALANGIR (Odisha)",jssbalangir@gmail.com,8763339796,,767001,Balangir District,Balangir,I3OH25,pincode
odisha,JSS BALANGIR COMMUNITY HALL,AT/PO- PATNAGARH,bishnu1980dash@gmail.com,8144287774,ASSISTANT BEAUTY & WELLNESS CONSULTANT | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT,767025,Balangir District,Patnagarh,RQ85AD,subDistrict
odisha,JSS Balasore,"City Clinic Road, Remuna-756056, BALESHWAR (Odisha)",jssbalesore@gmail.com,9437007317,,756056,Balasore District,Baleshwar Sadar,MQLGAF,poi
odisha,JSS Bargarh,Plot No. 3353 Khata No. 2414/8145 W.N.13 Near Kali Mandir Chowk College Road Bargarh,dollymahapatra1991@gmail.com,7978446433,ASSOCIATE DATA ENTRY OPERATOR | TRAINEE - BEAUTICIAN | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN,768040,Bargarh District,Bargarh,2GJ1RJ,poi
odisha,JSS Bargarh,"Flat No-4, 2nd Floor ,Nata Colony, Canal Ave, Near Hotel Oriental, Bargarh, Odisha, Bargarh-768028, BARGARH (Odisha)",jssbargarh@gmail.com,9438504637,,768028,Bargarh District,Bargarh,IY4DFM,locality
odisha,JSS Bhadrak,GOPABANDHU NAGAR BACKSIDE OF PANTALOONS PO- NAYA BAZAR DIST - BHADRAK ODISHA PIN -756100,milukumarmohanta@rediffmail.com,8249916816,ASSISTANT BEAUTY & WELLNESS CONSULTANT | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | AGARBATTI MAKER | AGARBATTI MAKER | AGARBATTI MAKER | AGARBATTI MAKER | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | SMALL MUSHROOM GROWER | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,756100,Bhadrak District,Bhadrak Rural,Q5PPWN,subLocality
odisha,JSS Bhadrak,"NAYA BAZAR, Bhadrak Rural-756100, BHADRAK (Odisha)",jssbhadrak@yahoo.co.in,9338730544,,756100,Bhadrak District,Bhadrak Rural,Q5PPWN,subLocality
odisha,JSS Bhubaneswar,"Plot No. LB-279/LB-280, Badagada Brit Colony, Bhubaneswar, Bhubaneswar (M.Corp.)-751018, KHORDHA (Odisha)",jss_bbsr@yahoo.co.in,7873400009,,751018,Khordha District,Bhubaneswar,ZB7KOK,subLocality
odisha,JSS Boudh,At- Pitabalinagar Po- Butupali Dist- Boudh,jssboudh2021@gmail.com,9437645518,TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSOCIATE DATA ENTRY OPERATOR | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR,762014,Boudh District,Harbhanga,9MUBZV,village
odisha,JSS Boudh,"Rajan Pali Butupali Road,Boudh, Baudh Sadar-762014, BOUDH (Odisha)",jssboudh2021@gmail.com,9437194954,,762014,Boudh District,Baudh Sadar,2G6YMA,pincode
odisha,JSS Campus Jagatsinghpur,At-Makundpur PO/Dist-Jagatsinghpur,jss_jspur1@yahoo.co.in,7377601120,JUTE PRODUCTS STITCHING OPERATOR | SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | JUTE PRODUCTS STITCHING OPERATOR | SELF EMPLOYED TAILOR | JUTE PRODUCTS STITCHING OPERATOR | JUTE PRODUCTS STITCHING OPERATOR,754103,Jagatsinghpur District,Jagatsinghapur,QHS72R,district
odisha,JSS Cuttack,PLOT NO 841/521(P) SECTOR-8 CDA CUTTACK-753014,jsscuttack1985@gmail.com,7008609293,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT,753014,Cuttack District,Cuttack Sadar,D4UX9G,locality
odisha,JSS Cuttack,"Plot No.:8-4-1/521P, Sector-8,CDA,Cuttack, Cuttack (M.Corp.) P.S-753014, CUTTACK (Odisha)",jss_ctc@yahoo.co.in,8280406723,,753014,Cuttack District,Cuttack Sadar,D4UX9G,locality
odisha,JSS Deogarh,"NEAR BYPASS OVER BRIDGE, Debagarh-768119, DEOGARH (Odisha)",jssdeogarh@gmail.com,8895181269,,768119,Deogarh District,Debagarh,W6IX6T,pincode
odisha,JSS Dhenkanal,"At-Ratan Bazar Po-Dhenkanal R.S.Sub Post Office, Dhenkanal Sadar-759013, DHENKANAL (Odisha)",jssdhenkanal@gmail.com,9658694759,,759013,Dhenkanal District,Dhenkanal Sadar,2NVONO,poi
odisha,JSS Gajapati,"Kamakshi Nagar, Paralakhemundi-761200, GAJAPATI (Odisha)",jssgajapati@gmail.com,9437062516,,761200,Gajapati District,Paralakhemundi,002KFK,pincode
odisha,JSS Gajapati Parlkhemundi,Kamakshi Nagar 3Rd Lane Pathapatanam Road Near Baja Show Room Parlakhemundi-761200,jssgajapati@gmail.com,7981220930,SELF EMPLOYED TAILOR | ASSISTANT TECHNICIAN- COMPUTER HARDWARE | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSOCIATE DATA ENTRY OPERATOR,761200,Gajapati District,Paralakhemundi,X2R6RX,pincode
odisha,JSS GAMBHARIDIHI,AT-GAMBHARIDIDHI PO-GOTISAHI NAYAGARH,kcc568@gmail.com,8328864426,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,752070,Nayagarh District,Nayagarh,D28753,village
odisha,JSS Ganjam,AT/Po/PS-Digapahandi Main Road Near Canara Bank Pin-761012,jssganjam@gmail.com,8847899742,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,761012,Ganjam District,Digapahandi,XWFOT8,landmark
odisha,JSS Ganjam,"Near Old Police Line 359/13, Chhatrapur-761020, GANJAM (Odisha)",jssganjam@gmail.com,8847899742,,761020,Ganjam District,Chhatrapur,UY8BRI,subLocality
odisha,JSS Jagatsinghpur,"JAGATSINGHPUR, Jagatsinghapur-754103, JAGATSINGHAPUR (Odisha)",jss_jspur1@yahoo.co.in,8480805796,,754103,Jagatsinghpur District,Jagatsinghapur,E2B7B7,pincode
odisha,JSS Jajpur,"At-Mansapol,Laliteswar, Jajapur-755001, JAJAPUR (Odisha)",jss_jpr07@yahoo.com,9583944515,,755001,Jajpur District,Jajapur,Z9NGKL,pincode
odisha,JSS JAJPUR ODISHA,At- Mansapol Laliteswar Nagar Jajpur 755001,jss_jpr07@yahoo.com,9583944515,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,755001,Jajpur District,Jajapur,7YI61E,pincode
odisha,JSS Kalahandi,sambhunagar pada lane number 2 east bhawanipatna kalahandi 766001,janshikshansansthan.kalahandi@gmail.com,7008082231,TRAINEE - COSMETOLOGY,766001,Kalahandi District,Kalahandi,P41BOJ,street
odisha,JSS Kalahandi,"SAMBHUNAGAR PADA, BHAWANIPATNA P.O, KALAHANDI DIST., ODISHA, Sadar-766001, KALAHANDI (Odisha)",janshikshansansthan.kalahandi@gmail.com,7008082231,,766001,Kalahandi District,Kalahandi,M0JLBV,poi
odisha,JSS KANDHAMAL,Jan shiksha sanstan kandhamal,soumyaranjanswain83@gmail.com,8280643448,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR,,Kandhamal District,Kandhamal,PJY5T8,subDistrict
odisha,JSS Kandhamal,"LENGASAHI, RUJANGI, PAKANAGAON, PHULBANI, Phulabani-762001, KANDHAMAL (Odisha)",jsskandhamal@gmail.com,7008786266,,762001,Kandhamal District,Kandhamal,55D5T6,village
